date,product_name,product_id,season,is_holiday,is_weekend,demand,competitor_price,base_cost,selling_price,discount_pct,effective_price,units_sold,revenue,profit,profit_margin_pct
2022-10-29,UI Component Set,4,3,0,1,59.71,48.59,12.0,50.7,1.46,49.96,6.0,299.76,227.76,75.98
2022-10-31,Graphic Bundle Pro,0,3,1,0,48.96,29.56,8.0,29.16,0.0,29.16,4.0,116.64,84.64,72.57
2022-10-29,Logo Template Pack,1,3,0,1,40.5,17.19,5.0,17.37,6.23,16.29,5.0,81.44,56.44,69.3
2022-11-02,Mockup Studio Kit,2,3,0,0,63.86,38.41,10.0,40.87,2.0,40.05,6.0,240.32,180.32,75.03
2022-10-31,Social Media Pack,3,3,1,0,53.3,13.46,4.0,14.43,7.08,13.41,6.0,80.45,56.45,70.17
2022-11-01,UI Component Set,4,3,0,0,63.83,62.44,12.0,58.43,0.0,58.43,4.0,233.72,185.72,79.46
2022-11-05,Graphic Bundle Pro,0,3,0,1,62.36,24.93,8.0,28.4,6.67,26.51,8.0,212.05,148.05,69.82
2022-11-05,Logo Template Pack,1,3,0,1,68.78,17.11,5.0,19.48,13.85,16.78,9.0,151.04,106.04,70.21
2022-11-07,Mockup Studio Kit,2,3,0,0,49.0,33.15,10.0,35.92,1.41,35.41,6.0,212.48,152.48,71.76
2022-11-09,Social Media Pack,3,3,0,0,29.51,13.86,4.0,13.2,5.52,12.47,4.0,49.89,33.89,67.93
2022-11-07,UI Component Set,4,3,0,0,40.67,56.82,12.0,51.08,0.0,51.08,4.0,204.32,156.32,76.51
2022-11-07,Graphic Bundle Pro,0,3,0,0,73.59,30.92,8.0,32.7,14.01,28.12,8.0,224.95,160.95,71.55
2022-11-08,Logo Template Pack,1,3,0,0,54.85,22.1,5.0,20.92,0.0,20.92,5.0,104.6,79.6,76.1
2022-11-13,Mockup Studio Kit,2,3,0,1,86.01,44.21,10.0,47.22,10.05,42.47,7.0,297.32,227.32,76.46
2022-11-12,Social Media Pack,3,3,0,1,44.03,12.53,4.0,13.41,5.18,12.72,6.0,76.29,52.29,68.54
2022-11-11,UI Component Set,4,3,0,0,57.41,50.58,12.0,51.24,2.29,50.07,6.0,300.4,228.4,76.03
2022-11-15,Graphic Bundle Pro,0,3,0,0,41.42,28.1,8.0,27.55,0.0,27.55,5.0,137.75,97.75,70.96
2022-11-17,Logo Template Pack,1,3,0,0,51.86,24.42,5.0,21.85,0.0,21.85,3.0,65.55,50.55,77.12
2022-11-15,Mockup Studio Kit,2,3,0,0,47.47,43.17,10.0,40.69,0.0,40.69,4.0,162.76,122.76,75.42
2022-11-17,Social Media Pack,3,3,0,0,38.25,17.69,4.0,15.64,0.0,15.64,4.0,62.56,46.56,74.42
2022-11-16,UI Component Set,4,3,0,0,38.28,46.01,12.0,45.21,0.0,45.21,4.0,180.84,132.84,73.46
2022-11-21,Graphic Bundle Pro,0,3,0,0,38.5,31.02,8.0,28.68,0.0,28.68,4.0,114.72,82.72,72.11
2022-11-22,Logo Template Pack,1,3,0,0,83.24,17.84,5.0,20.95,6.09,19.67,7.0,137.72,102.72,74.59
2022-11-20,Mockup Studio Kit,2,3,0,1,57.37,32.43,10.0,36.86,13.93,31.73,8.0,253.8,173.8,68.48
2022-11-24,Social Media Pack,3,3,0,0,69.82,14.4,4.0,15.89,6.08,14.92,6.0,89.54,65.54,73.2
2022-11-23,UI Component Set,4,3,0,0,50.67,49.09,12.0,49.18,1.92,48.24,6.0,289.41,217.41,75.12
2022-11-24,Graphic Bundle Pro,0,3,0,0,54.09,30.52,8.0,30.23,0.0,30.23,5.0,151.15,111.15,73.54
2022-11-24,Logo Template Pack,1,3,0,0,61.03,14.8,5.0,17.74,4.96,16.86,8.0,134.88,94.88,70.34
2022-11-27,Mockup Studio Kit,2,3,0,1,63.99,31.4,10.0,37.38,11.03,33.26,8.0,266.06,186.06,69.93
2022-11-27,Social Media Pack,3,3,0,1,65.2,17.11,4.0,16.97,0.0,16.97,5.0,84.85,64.85,76.43
2022-11-28,UI Component Set,4,3,0,0,57.03,54.37,12.0,53.06,0.0,53.06,5.0,265.3,205.3,77.38
2022-11-27,Graphic Bundle Pro,0,3,0,1,82.52,31.83,8.0,34.19,13.12,29.7,8.0,237.63,173.63,73.07
2022-11-30,Logo Template Pack,1,3,0,0,56.31,23.99,5.0,21.97,0.0,21.97,4.0,87.88,67.88,77.24
2022-12-01,Mockup Studio Kit,2,0,0,0,57.49,33.88,10.0,37.61,13.92,32.37,8.0,259.0,179.0,69.11
2022-11-30,Social Media Pack,3,3,0,0,50.38,17.16,4.0,16.1,0.0,16.1,4.0,64.4,48.4,75.16
2022-12-03,UI Component Set,4,0,0,1,79.52,46.74,12.0,53.66,14.3,45.99,8.0,367.89,271.89,73.91
2022-12-02,Graphic Bundle Pro,0,0,0,0,53.67,24.82,8.0,27.34,4.16,26.2,6.0,157.22,109.22,69.47
2022-12-06,Logo Template Pack,1,0,0,0,71.97,23.36,5.0,22.85,0.0,22.85,5.0,114.25,89.25,78.12
2022-12-07,Mockup Studio Kit,2,0,0,0,60.81,37.27,10.0,39.82,7.73,36.74,6.0,220.45,160.45,72.78
2022-12-06,Social Media Pack,3,0,0,0,56.55,18.96,4.0,17.37,0.0,17.37,5.0,86.85,66.85,76.97
2022-12-06,UI Component Set,4,0,0,0,14.77,52.02,12.0,43.61,11.17,38.74,2.0,77.48,53.48,69.02
2022-12-10,Graphic Bundle Pro,0,0,0,1,61.38,28.57,8.0,30.1,11.95,26.5,7.0,185.52,129.52,69.81
2022-12-09,Logo Template Pack,1,0,0,0,72.38,24.41,5.0,23.41,0.0,23.41,5.0,117.05,92.05,78.64
2022-12-10,Mockup Studio Kit,2,0,0,1,71.13,30.07,10.0,37.83,1.16,37.39,7.0,261.74,191.74,73.26
2022-12-11,Social Media Pack,3,0,0,1,87.87,18.51,4.0,19.03,3.62,18.34,6.0,110.05,86.05,78.19
2022-12-11,UI Component Set,4,0,0,1,73.77,55.11,12.0,56.71,2.29,55.41,6.0,332.47,260.47,78.34
2022-12-15,Graphic Bundle Pro,0,0,0,0,39.54,22.14,8.0,24.36,11.62,21.53,8.0,172.23,108.23,62.84
2022-12-14,Logo Template Pack,1,0,0,0,69.64,21.05,5.0,21.52,4.7,20.51,7.0,143.56,108.56,75.62
2022-12-15,Mockup Studio Kit,2,0,0,0,65.5,47.84,10.0,45.84,0.0,45.84,5.0,229.2,179.2,78.18
2022-12-15,Social Media Pack,3,0,0,0,76.82,18.62,4.0,18.42,0.0,18.42,6.0,110.52,86.52,78.28
2022-12-20,UI Component Set,4,0,0,0,42.86,44.23,12.0,45.21,1.79,44.4,5.0,222.0,162.0,72.97
2022-12-17,Graphic Bundle Pro,0,0,0,1,100.0,25.61,8.0,33.1,10.88,29.5,10.0,294.99,214.99,72.88
2022-12-20,Logo Template Pack,1,0,0,0,52.73,23.54,5.0,21.48,0.0,21.48,4.0,85.92,65.92,76.72
2022-12-22,Mockup Studio Kit,2,0,0,0,56.26,40.14,10.0,40.55,4.29,38.81,5.0,194.05,144.05,74.23
2022-12-23,Social Media Pack,3,0,0,0,68.19,15.41,4.0,16.3,12.57,14.25,7.0,99.76,71.76,71.93
2022-12-23,UI Component Set,4,0,0,0,63.42,41.58,12.0,47.92,3.07,46.45,6.0,278.69,206.69,74.16
2022-12-25,Graphic Bundle Pro,0,0,1,1,100.0,22.72,8.0,31.66,1.15,31.3,9.0,281.66,209.66,74.44
2022-12-25,Logo Template Pack,1,0,1,1,100.0,22.01,5.0,24.31,14.88,20.69,9.0,186.23,141.23,75.84
2022-12-26,Mockup Studio Kit,2,0,1,0,70.39,45.62,10.0,45.49,0.0,45.49,4.0,181.96,141.96,78.02
2022-12-26,Social Media Pack,3,0,1,0,68.31,18.09,4.0,17.64,0.0,17.64,5.0,88.2,68.2,77.32
2022-12-29,UI Component Set,4,0,0,0,50.28,50.65,12.0,49.88,0.0,49.88,5.0,249.4,189.4,75.94
2022-12-29,Graphic Bundle Pro,0,0,0,0,55.54,25.58,8.0,27.93,8.02,25.69,7.0,179.83,123.83,68.86
2023-01-01,Logo Template Pack,1,0,1,1,49.47,18.5,5.0,18.71,14.52,15.99,6.0,95.96,65.96,68.74
2022-12-29,Mockup Studio Kit,2,0,0,0,61.4,45.72,10.0,44.14,0.0,44.14,6.0,264.84,204.84,77.34
2022-12-30,Social Media Pack,3,0,0,0,86.39,11.71,4.0,15.54,5.54,14.68,9.0,132.11,96.11,72.75
2023-01-01,UI Component Set,4,0,1,1,66.86,37.67,12.0,46.64,1.04,46.15,7.0,323.08,239.08,74.0
2022-01-02,Graphic Bundle Pro,0,0,0,1,46.46,23.0,8.0,25.59,11.24,22.71,7.0,159.0,103.0,64.78
2022-01-06,Logo Template Pack,1,0,0,0,31.45,14.61,5.0,15.4,9.42,13.95,6.0,83.7,53.7,64.16
2022-01-04,Mockup Studio Kit,2,0,0,0,34.14,37.62,10.0,35.84,0.0,35.84,4.0,143.36,103.36,72.1
2022-01-04,Social Media Pack,3,0,0,0,31.23,14.18,4.0,13.46,0.0,13.46,3.0,40.38,28.38,70.28
2022-01-09,UI Component Set,4,0,0,1,39.55,55.72,12.0,50.31,0.0,50.31,4.0,201.24,153.24,76.15
2022-01-07,Graphic Bundle Pro,0,0,0,0,39.26,31.08,8.0,28.79,0.0,28.79,4.0,115.16,83.16,72.21
2022-01-09,Logo Template Pack,1,0,0,1,33.88,20.58,5.0,18.57,0.0,18.57,5.0,92.85,67.85,73.07
2022-01-09,Mockup Studio Kit,2,0,0,1,40.15,44.04,10.0,39.98,0.0,39.98,3.0,119.94,89.94,74.99
2022-01-10,Social Media Pack,3,0,0,0,49.8,18.6,4.0,16.79,0.0,16.79,4.0,67.16,51.16,76.18
2022-01-14,UI Component Set,4,0,0,0,42.83,38.57,12.0,42.38,5.51,40.04,6.0,240.27,168.27,70.03
2022-01-14,Graphic Bundle Pro,0,0,0,0,41.55,21.85,8.0,24.44,5.27,23.15,7.0,162.06,106.06,65.44
2022-01-16,Logo Template Pack,1,0,0,1,35.3,23.98,5.0,20.37,0.0,20.37,2.0,40.74,30.74,75.45
2022-01-13,Mockup Studio Kit,2,0,0,0,16.52,50.18,10.0,39.37,12.02,34.64,3.0,103.91,73.91,71.13
2022-01-18,Social Media Pack,3,0,0,0,32.24,16.4,4.0,14.63,0.0,14.63,4.0,58.52,42.52,72.66
2022-01-18,UI Component Set,4,0,0,0,26.92,40.78,12.0,40.37,17.46,33.32,5.0,166.61,106.61,63.99
2022-01-16,Graphic Bundle Pro,0,0,0,1,24.89,22.16,8.0,22.67,19.51,18.25,6.0,109.48,61.48,56.16
2022-01-18,Logo Template Pack,1,0,0,0,25.54,20.43,5.0,17.86,19.42,14.39,5.0,71.96,46.96,65.26
2022-01-18,Mockup Studio Kit,2,0,0,0,26.54,30.51,10.0,31.1,24.3,23.54,7.0,164.8,94.8,57.52
2022-01-19,Social Media Pack,3,0,0,0,50.79,11.39,4.0,13.24,13.0,11.52,9.0,103.67,67.67,65.27
2022-01-23,UI Component Set,4,0,0,1,58.28,48.55,12.0,50.4,6.41,47.17,6.0,283.02,211.02,74.56
2022-01-24,Graphic Bundle Pro,0,0,0,0,37.41,33.37,8.0,29.73,0.0,29.73,4.0,118.92,86.92,73.09
2022-01-22,Logo Template Pack,1,0,0,1,42.84,17.92,5.0,17.92,0.0,17.92,4.0,71.68,51.68,72.1
2022-01-23,Mockup Studio Kit,2,0,0,1,43.02,37.62,10.0,37.22,0.0,37.22,4.0,148.88,108.88,73.13
2022-01-24,Social Media Pack,3,0,0,0,34.01,14.4,4.0,13.74,0.0,13.74,4.0,54.96,38.96,70.89
2022-01-25,UI Component Set,4,0,0,0,29.2,56.1,12.0,48.47,10.45,43.4,5.0,217.02,157.02,72.35
2022-01-28,Graphic Bundle Pro,0,0,0,0,28.83,23.77,8.0,23.93,12.69,20.89,5.0,104.47,64.47,61.71
2022-01-31,Logo Template Pack,1,0,0,0,41.94,22.98,5.0,20.38,0.0,20.38,4.0,81.52,61.52,75.47
2022-01-28,Mockup Studio Kit,2,0,0,0,31.47,33.21,10.0,33.21,0.0,33.21,4.0,132.84,92.84,69.89
2022-02-02,Social Media Pack,3,0,0,0,27.2,18.95,4.0,15.61,7.98,14.36,2.0,28.73,20.73,72.15
2022-02-03,UI Component Set,4,0,0,0,22.03,54.38,12.0,46.21,16.99,38.36,3.0,115.08,79.08,68.72
2022-02-03,Graphic Bundle Pro,0,0,0,0,44.41,36.59,8.0,32.15,0.0,32.15,3.0,96.45,72.45,75.12
2022-02-02,Logo Template Pack,1,0,0,0,35.78,21.57,5.0,19.2,0.0,19.2,3.0,57.6,42.6,73.96
2022-02-03,Mockup Studio Kit,2,0,0,0,30.95,37.91,10.0,35.48,0.0,35.48,4.0,141.92,101.92,71.82
2022-02-05,Social Media Pack,3,0,0,1,42.67,13.3,4.0,13.71,11.06,12.19,6.0,73.16,49.16,67.2
2022-02-08,UI Component Set,4,0,0,0,38.5,61.25,12.0,52.87,0.0,52.87,4.0,211.48,163.48,77.3
2022-02-07,Graphic Bundle Pro,0,0,0,0,35.12,22.3,8.0,23.92,0.34,23.84,6.0,143.03,95.03,66.44
2022-02-08,Logo Template Pack,1,0,0,0,29.74,17.23,5.0,16.58,14.44,14.19,5.0,70.93,45.93,64.75
2022-02-09,Mockup Studio Kit,2,0,0,0,17.0,50.54,10.0,39.62,7.45,36.67,3.0,110.0,80.0,72.73
2022-02-09,Social Media Pack,3,0,0,0,32.4,12.23,4.0,12.56,7.5,11.62,6.0,69.71,45.71,65.57
2022-02-10,UI Component Set,4,0,0,0,23.2,61.78,12.0,50.14,7.46,46.4,3.0,139.2,103.2,74.14
2022-02-11,Graphic Bundle Pro,0,0,0,0,36.99,24.7,8.0,25.34,1.42,24.98,4.0,99.92,67.92,67.97
2022-02-14,Logo Template Pack,1,0,1,0,32.41,16.16,5.0,16.24,5.32,15.38,5.0,76.88,51.88,67.48
2022-02-15,Mockup Studio Kit,2,0,0,0,36.86,38.03,10.0,36.46,0.0,36.46,4.0,145.84,105.84,72.57
2022-02-13,Social Media Pack,3,0,0,1,37.87,14.66,4.0,14.1,0.0,14.1,4.0,56.4,40.4,71.63
2022-02-14,UI Component Set,4,0,1,0,36.48,51.21,12.0,47.45,0.0,47.45,4.0,189.8,141.8,74.71
2022-02-15,Graphic Bundle Pro,0,0,0,0,39.66,27.97,8.0,27.29,0.0,27.29,5.0,136.45,96.45,70.69
2022-02-19,Logo Template Pack,1,0,0,1,35.89,20.32,5.0,18.59,0.0,18.59,3.0,55.77,40.77,73.1
2022-02-20,Mockup Studio Kit,2,0,0,1,36.87,43.3,10.0,39.1,0.0,39.1,2.0,78.2,58.2,74.42
2022-02-20,Social Media Pack,3,0,0,1,48.15,16.51,4.0,15.64,0.0,15.64,4.0,62.56,46.56,74.42
2022-02-19,UI Component Set,4,0,0,1,25.87,51.61,12.0,45.58,15.09,38.7,4.0,154.81,106.81,68.99
2022-02-20,Graphic Bundle Pro,0,0,0,1,23.03,23.51,8.0,23.13,15.04,19.65,4.0,78.6,46.6,59.29
2022-02-22,Logo Template Pack,1,0,0,0,22.39,24.61,5.0,19.71,7.36,18.26,3.0,54.78,39.78,72.62
2022-02-22,Mockup Studio Kit,2,0,0,0,40.44,34.16,10.0,35.09,13.21,30.45,6.0,182.73,122.73,67.16
2022-02-24,Social Media Pack,3,0,0,0,26.36,13.29,4.0,12.73,15.56,10.75,5.0,53.75,33.75,62.79
2022-02-27,UI Component Set,4,0,0,1,39.72,38.01,12.0,41.49,13.46,35.91,7.0,251.34,167.34,66.58
2022-02-28,Graphic Bundle Pro,0,0,0,0,22.06,24.91,8.0,23.71,12.66,20.71,4.0,82.83,50.83,61.37
2022-02-26,Logo Template Pack,1,0,0,1,36.16,22.42,5.0,19.66,0.0,19.66,4.0,78.64,58.64,74.57
2022-03-01,Mockup Studio Kit,2,1,0,0,32.8,42.55,10.0,38.09,0.0,38.09,4.0,152.36,112.36,73.75
2022-03-03,Social Media Pack,3,1,0,0,24.43,13.81,4.0,12.87,13.46,11.14,4.0,44.55,28.55,64.09
2022-03-01,UI Component Set,4,1,0,0,21.74,62.98,12.0,50.45,14.8,42.98,3.0,128.95,92.95,72.08
2022-03-02,Graphic Bundle Pro,0,1,0,0,27.83,37.7,8.0,30.78,16.51,25.7,4.0,102.79,70.79,68.87
2022-03-04,Logo Template Pack,1,1,0,0,41.1,16.93,5.0,17.29,6.52,16.16,5.0,80.81,55.81,69.06
2022-03-07,Mockup Studio Kit,2,1,0,0,36.59,43.32,10.0,39.07,0.0,39.07,4.0,156.28,116.28,74.4
2022-03-09,Social Media Pack,3,1,0,0,51.81,12.95,4.0,14.08,14.15,12.09,7.0,84.61,56.61,66.91
2022-03-10,UI Component Set,4,1,0,0,37.58,52.21,12.0,48.17,0.0,48.17,4.0,192.68,144.68,75.09
2022-03-09,Graphic Bundle Pro,0,1,0,0,35.87,26.48,8.0,26.1,0.0,26.1,5.0,130.5,90.5,69.35
2022-03-08,Logo Template Pack,1,1,0,0,42.74,14.68,5.0,16.29,2.95,15.81,6.0,94.86,64.86,68.37
2022-03-09,Mockup Studio Kit,2,1,0,0,41.77,41.91,10.0,39.17,0.0,39.17,4.0,156.68,116.68,74.47
2022-03-13,Social Media Pack,3,1,0,1,42.78,15.46,4.0,14.8,0.0,14.8,4.0,59.2,43.2,72.97
2022-03-15,UI Component Set,4,1,0,0,33.28,49.86,12.0,46.15,0.0,46.15,4.0,184.6,136.6,74.0
2022-03-14,Graphic Bundle Pro,0,1,0,0,28.39,23.6,8.0,23.79,7.37,22.04,5.0,110.18,70.18,63.7
2022-03-16,Logo Template Pack,1,1,0,0,50.97,22.43,5.0,20.79,0.0,20.79,6.0,124.74,94.74,75.95
2022-03-14,Mockup Studio Kit,2,1,0,0,29.08,48.33,10.0,40.4,15.99,33.94,5.0,169.7,119.7,70.54
2022-03-15,Social Media Pack,3,1,0,0,31.91,11.95,4.0,12.39,6.29,11.61,6.0,69.66,45.66,65.55
2022-03-20,UI Component Set,4,1,0,1,48.29,44.84,12.0,46.58,14.55,39.8,7.0,278.62,194.62,69.85
2022-03-21,Graphic Bundle Pro,0,1,0,0,33.63,32.5,8.0,28.85,0.0,28.85,4.0,115.4,83.4,72.27
2022-03-19,Logo Template Pack,1,1,0,1,48.33,14.63,5.0,16.69,10.16,14.99,8.0,119.95,79.95,66.65
2022-03-22,Mockup Studio Kit,2,1,0,0,31.28,46.26,10.0,39.71,0.0,39.71,4.0,158.84,118.84,74.82
2022-03-24,Social Media Pack,3,1,0,0,28.47,13.08,4.0,12.75,5.36,12.07,4.0,48.27,32.27,66.85
2022-03-22,UI Component Set,4,1,0,0,36.28,50.11,12.0,46.87,0.0,46.87,3.0,140.61,104.61,74.4
2022-03-24,Graphic Bundle Pro,0,1,0,0,53.21,34.08,8.0,31.91,0.0,31.91,6.0,191.46,143.46,74.93
2022-03-23,Logo Template Pack,1,1,0,0,37.96,18.34,5.0,17.75,0.0,17.75,5.0,88.75,63.75,71.83
2022-03-24,Mockup Studio Kit,2,1,0,0,21.83,43.76,10.0,36.99,6.13,34.72,2.0,69.45,49.45,71.2
2022-03-27,Social Media Pack,3,1,0,1,71.99,12.88,4.0,15.26,12.06,13.42,9.0,120.78,84.78,70.19
2022-03-26,UI Component Set,4,1,0,1,46.62,43.08,12.0,45.38,4.49,43.34,6.0,260.05,188.05,72.31
2022-03-31,Graphic Bundle Pro,0,1,0,0,33.77,27.9,8.0,26.57,0.0,26.57,4.0,106.28,74.28,69.89
2022-03-29,Logo Template Pack,1,1,0,0,45.26,18.97,5.0,18.62,0.0,18.62,4.0,74.48,54.48,73.15
2022-03-29,Mockup Studio Kit,2,1,0,0,46.55,50.04,10.0,43.98,0.0,43.98,3.0,131.94,101.94,77.26
2022-04-03,Social Media Pack,3,1,0,1,64.67,16.86,4.0,16.81,0.0,16.81,4.0,67.24,51.24,76.2
2022-03-31,UI Component Set,4,1,0,0,42.34,45.55,12.0,45.77,1.77,44.96,5.0,224.8,164.8,73.31
2022-04-03,Graphic Bundle Pro,0,1,0,1,53.54,35.07,8.0,32.45,0.0,32.45,5.0,162.25,122.25,75.35
2022-04-03,Logo Template Pack,1,1,0,1,47.19,23.5,5.0,21.04,0.0,21.04,4.0,84.16,64.16,76.24
2022-04-04,Mockup Studio Kit,2,1,0,0,42.28,37.19,10.0,36.89,0.0,36.89,4.0,147.56,107.56,72.89
2022-04-05,Social Media Pack,3,1,0,0,42.25,17.82,4.0,15.94,0.0,15.94,3.0,47.82,35.82,74.91
2022-04-06,UI Component Set,4,1,0,0,51.32,50.22,12.0,49.87,0.0,49.87,5.0,249.35,189.35,75.94
2022-04-09,Graphic Bundle Pro,0,1,0,1,57.93,25.08,8.0,27.96,11.06,24.87,7.0,174.07,118.07,67.83
2022-04-08,Logo Template Pack,1,1,0,0,41.44,21.87,5.0,19.78,0.0,19.78,3.0,59.34,44.34,74.72
2022-04-12,Mockup Studio Kit,2,1,0,0,48.5,38.98,10.0,38.76,0.0,38.76,5.0,193.8,143.8,74.2
2022-04-09,Social Media Pack,3,1,0,1,62.75,14.14,4.0,15.33,2.45,14.95,6.0,89.73,65.73,73.25
2022-04-14,UI Component Set,4,1,0,0,32.25,46.1,12.0,44.07,0.0,44.07,4.0,176.28,128.28,72.77
2022-04-11,Graphic Bundle Pro,0,1,0,0,55.44,24.75,8.0,27.51,11.67,24.3,7.0,170.1,114.1,67.08
2022-04-16,Logo Template Pack,1,1,0,1,43.84,16.99,5.0,17.53,6.39,16.41,6.0,98.46,68.46,69.53
2022-04-15,Mockup Studio Kit,2,1,0,0,30.54,35.84,10.0,34.38,0.0,34.38,3.0,103.14,73.14,70.91
2022-04-18,Social Media Pack,3,1,0,0,34.75,12.36,4.0,12.76,11.73,11.26,6.0,67.58,43.58,64.49
2022-04-16,UI Component Set,4,1,0,1,38.97,46.69,12.0,45.68,0.0,45.68,4.0,182.72,134.72,73.73
2022-04-17,Graphic Bundle Pro,0,1,0,1,36.41,27.18,8.0,26.51,0.0,26.51,4.0,106.04,74.04,69.82
2022-04-19,Logo Template Pack,1,1,0,0,31.28,20.62,5.0,18.39,0.0,18.39,3.0,55.17,40.17,72.81
2022-04-18,Mockup Studio Kit,2,1,0,0,38.04,31.41,10.0,33.34,11.04,29.66,7.0,207.61,137.61,66.28
2022-04-21,Social Media Pack,3,1,0,0,28.89,17.73,4.0,15.1,6.12,14.18,4.0,56.7,40.7,71.78
2022-04-24,UI Component Set,4,1,0,1,65.2,56.9,12.0,55.93,0.0,55.93,5.0,279.65,219.65,78.54
2022-04-25,Graphic Bundle Pro,0,1,0,0,36.77,23.48,8.0,24.71,14.67,21.09,7.0,147.6,91.6,62.06
2022-04-22,Logo Template Pack,1,1,0,0,35.89,24.54,5.0,20.7,0.0,20.7,4.0,82.8,62.8,75.85
2022-04-24,Mockup Studio Kit,2,1,0,1,44.97,32.57,10.0,35.0,11.81,30.87,7.0,216.07,146.07,67.6
2022-04-25,Social Media Pack,3,1,0,0,32.97,15.62,4.0,14.29,0.0,14.29,3.0,42.87,30.87,72.01
2022-04-29,UI Component Set,4,1,0,0,28.0,37.36,12.0,38.87,17.94,31.9,6.0,191.38,119.38,62.38
2022-04-27,Graphic Bundle Pro,0,1,0,0,44.69,24.04,8.0,25.9,5.8,24.4,7.0,170.78,114.78,67.21
2022-04-30,Logo Template Pack,1,1,0,1,40.37,24.27,5.0,20.9,0.0,20.9,4.0,83.6,63.6,76.08
2022-04-29,Mockup Studio Kit,2,1,0,0,45.0,50.38,10.0,43.91,0.0,43.91,4.0,175.64,135.64,77.23
2022-05-01,Social Media Pack,3,1,0,1,39.7,13.52,4.0,13.64,9.89,12.29,6.0,73.75,49.75,67.46
2022-05-03,UI Component Set,4,1,0,0,24.56,57.87,12.0,48.45,14.87,41.25,3.0,123.74,87.74,70.91
2022-05-03,Graphic Bundle Pro,0,1,0,0,34.27,32.0,8.0,28.68,0.0,28.68,5.0,143.4,103.4,72.11
2022-05-06,Logo Template Pack,1,1,0,0,34.26,20.75,5.0,18.68,0.0,18.68,4.0,74.72,54.72,73.23
2022-05-04,Mockup Studio Kit,2,1,0,0,35.92,34.03,10.0,34.32,2.99,33.29,5.0,166.47,116.47,69.96
2022-05-06,Social Media Pack,3,1,0,0,42.28,13.72,4.0,13.9,13.8,11.98,7.0,83.87,55.87,66.61
2022-05-05,UI Component Set,4,1,0,0,24.77,60.23,12.0,49.67,6.95,46.22,3.0,138.65,102.65,74.04
2022-05-08,Graphic Bundle Pro,0,1,0,1,43.52,31.5,8.0,29.5,0.0,29.5,5.0,147.5,107.5,72.88
2022-05-11,Logo Template Pack,1,1,0,0,67.67,14.74,5.0,18.21,9.22,16.53,9.0,148.78,103.78,69.75
2022-05-10,Mockup Studio Kit,2,1,0,0,48.27,32.78,10.0,35.62,12.82,31.05,8.0,248.43,168.43,67.8
2022-05-10,Social Media Pack,3,1,0,0,41.02,13.02,4.0,13.47,0.1,13.46,5.0,67.28,47.28,70.27
2022-05-11,UI Component Set,4,1,0,0,39.36,56.67,12.0,50.75,0.0,50.75,4.0,203.0,155.0,76.35
2022-05-15,Graphic Bundle Pro,0,1,0,1,68.22,34.42,8.0,33.82,0.0,33.82,6.0,202.92,154.92,76.35
2022-05-15,Logo Template Pack,1,1,0,1,51.41,22.58,5.0,20.9,0.0,20.9,4.0,83.6,63.6,76.08
2022-05-16,Mockup Studio Kit,2,1,0,0,38.58,36.4,10.0,35.92,0.0,35.92,5.0,179.6,129.6,72.16
2022-05-16,Social Media Pack,3,1,0,0,21.23,12.25,4.0,11.9,14.15,10.22,5.0,51.08,31.08,60.85
2022-05-19,UI Component Set,4,1,0,0,33.89,57.83,12.0,50.26,0.0,50.26,3.0,150.78,114.78,76.12
2022-05-19,Graphic Bundle Pro,0,1,0,0,37.49,33.09,8.0,29.59,0.0,29.59,4.0,118.36,86.36,72.96
2022-05-19,Logo Template Pack,1,1,0,0,17.78,16.3,5.0,15.2,13.26,13.18,3.0,39.55,24.55,62.07
2022-05-21,Mockup Studio Kit,2,1,0,1,37.48,30.63,10.0,32.86,2.66,31.99,5.0,159.93,109.93,68.74
2022-05-21,Social Media Pack,3,1,0,1,71.33,13.94,4.0,15.75,2.53,15.35,7.0,107.46,79.46,73.94
2022-05-23,UI Component Set,4,1,0,0,47.92,36.86,12.0,42.52,10.32,38.13,6.0,228.79,156.79,68.53
2022-05-22,Graphic Bundle Pro,0,1,0,1,62.02,27.04,8.0,29.41,2.4,28.7,7.0,200.93,144.93,72.13
2022-05-24,Logo Template Pack,1,1,0,0,52.66,17.44,5.0,18.42,1.43,18.16,6.0,108.94,78.94,72.46
2022-05-24,Mockup Studio Kit,2,1,0,0,39.01,30.57,10.0,33.07,6.97,30.77,6.0,184.59,124.59,67.5
2022-05-26,Social Media Pack,3,1,0,0,53.11,19.33,4.0,17.35,0.0,17.35,4.0,69.4,53.4,76.95
2022-05-25,UI Component Set,4,1,0,0,37.3,54.04,12.0,49.03,0.0,49.03,4.0,196.12,148.12,75.53
2022-05-27,Graphic Bundle Pro,0,1,0,0,37.66,25.54,8.0,25.84,10.23,23.2,5.0,115.98,75.98,65.51
2022-05-30,Logo Template Pack,1,1,0,0,40.62,14.44,5.0,16.01,13.58,13.84,7.0,96.85,61.85,63.86
2022-05-29,Mockup Studio Kit,2,1,0,1,50.41,47.13,10.0,43.13,0.0,43.13,5.0,215.65,165.65,76.81
2022-05-31,Social Media Pack,3,1,0,0,21.21,19.05,4.0,15.3,14.51,13.08,2.0,26.16,18.16,69.42
2022-06-02,UI Component Set,4,2,0,0,61.31,51.66,12.0,52.55,13.13,45.65,6.0,273.9,201.9,73.71
